State,Crop,Category,Season,Sowing,Harvesting,Duration
Andhra Pradesh,Minor Crop Variant 296,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 297,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 298,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 299,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 300,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 301,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 302,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 303,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 304,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 305,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 306,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 307,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 308,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 309,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 310,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 311,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 312,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 313,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 314,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 315,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 316,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 317,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 318,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 319,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 320,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 321,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 322,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 323,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 324,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 325,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 326,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 327,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 328,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 329,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 330,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 331,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 332,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 333,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 334,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 335,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 336,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 337,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 338,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 339,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 340,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 341,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 342,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 343,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 344,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 345,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 346,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 347,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 348,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 349,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 350,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 351,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 352,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 353,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 354,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 355,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 356,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 357,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 358,Misc,Misc,June-July,Oct-Nov,90-120 days
Andhra Pradesh,Minor Crop Variant 359,Misc,Misc,June-July,Oct-Nov,90-120 days
Arunachal Pradesh,Rice,Cereal,Kharif,June-July,Oct-Nov,120-150 days
Arunachal Pradesh,Wheat,Cereal,Rabi,Oct-Nov,March-April,130-150 days
Arunachal Pradesh,Maize,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Arunachal Pradesh,Jowar,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Arunachal Pradesh,Bajra,Cereal,Kharif,June-July,Sept-Oct,80-100 days
Arunachal Pradesh,Ragi,Cereal,Kharif,June-July,Oct-Nov,110-130 days
Arunachal Pradesh,Barley,Cereal,Rabi,Oct-Nov,March-April,120-140 days
Arunachal Pradesh,Small Millets,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Arunachal Pradesh,Kodo Millet,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Arunachal Pradesh,Barnyard Millet,Cereal,Kharif,June-July,Sept-Oct,90-100 days
Arunachal Pradesh,Foxtail Millet,Cereal,Kharif,June-July,Aug-Sept,80-90 days
Arunachal Pradesh,Proso Millet,Cereal,Zaid,March-April,May-June,60-75 days
Arunachal Pradesh,Little Millet,Cereal,Kharif,June-July,Sept-Oct,85-105 days
Arunachal Pradesh,Oats,Cereal,Rabi,Oct-Nov,Feb-March,120-150 days
Arunachal Pradesh,Gram,Pulse,Rabi,Oct-Nov,Feb-March,130-150 days
Arunachal Pradesh,Tur,Pulse,Kharif,June-July,Dec-Jan,160-200 days
Arunachal Pradesh,Moong,Pulse,Kharif,June-July,Aug-Sept,60-90 days
Arunachal Pradesh,Urad,Pulse,Kharif,June-July,Aug-Sept,70-90 days
Arunachal Pradesh,Masur,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Arunachal Pradesh,Peas,Pulse,Rabi,Oct-Nov,Jan-Feb,90-120 days
Arunachal Pradesh,Horse Gram,Pulse,Kharif,Aug-Sept,Nov-Dec,120-150 days
Arunachal Pradesh,Cowpea,Pulse,Kharif,June-July,Sept-Oct,80-100 days
Arunachal Pradesh,Rajma,Pulse,Rabi,Oct-Nov,Feb-March,110-130 days
Arunachal Pradesh,Moth Bean,Pulse,Kharif,June-July,Sept-Oct,90-110 days
Arunachal Pradesh,Lathyrus,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Arunachal Pradesh,Guar,Pulse,Kharif,June-July,Oct-Nov,100-120 days
Arunachal Pradesh,Groundnut,Oilseed,Kharif,June-July,Oct-Nov,100-120 days
Arunachal Pradesh,Mustard,Oilseed,Rabi,Oct-Nov,Feb-March,110-130 days
Arunachal Pradesh,Soybean,Oilseed,Kharif,June-July,Sept-Oct,95-115 days
Arunachal Pradesh,Sunflower,Oilseed,Zaid,Jan-Feb,May-June,90-110 days
Arunachal Pradesh,Sesamum,Oilseed,Kharif,June-July,Sept-Oct,80-100 days
Arunachal Pradesh,Linseed,Oilseed,Rabi,Oct-Nov,Feb-March,120-150 days
Arunachal Pradesh,Castor,Oilseed,Kharif,June-July,Dec-Jan,150-180 days
Arunachal Pradesh,Safflower,Oilseed,Rabi,Oct-Nov,March-April,150-180 days
Arunachal Pradesh,Niger,Oilseed,Kharif,July-Aug,Nov-Dec,110-130 days
Arunachal Pradesh,Potato,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-120 days
Arunachal Pradesh,Onion,Vegetable,Rabi,Oct-Nov,March-April,140-160 days
Arunachal Pradesh,Tomato,Vegetable,Kharif,June-July,Sept-Oct,110-130 days
Arunachal Pradesh,Brinjal,Vegetable,Kharif,June-July,Oct-Nov,120-150 days
Arunachal Pradesh,Chilli,Vegetable,Kharif,June-July,Oct-Nov,150-180 days
Arunachal Pradesh,Cabbage,Vegetable,Rabi,Sept-Oct,Dec-Jan,90-120 days
Arunachal Pradesh,Cauliflower,Vegetable,Rabi,Sept-Oct,Nov-Dec,90-120 days
Arunachal Pradesh,Okra,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Arunachal Pradesh,Bottle Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-120 days
Arunachal Pradesh,Bitter Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Arunachal Pradesh,Radish,Vegetable,Rabi,Oct-Nov,Dec-Jan,50-70 days
Arunachal Pradesh,Carrot,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-110 days
Arunachal Pradesh,Garlic,Vegetable,Rabi,Oct-Nov,March-April,150-170 days
Arunachal Pradesh,Ginger,Vegetable,Kharif,April-May,Dec-Jan,240-270 days
Arunachal Pradesh,Turmeric,Vegetable,Kharif,May-June,Jan-Feb,210-270 days
Arunachal Pradesh,Mango,Fruit,Perennial,June-July,April-June,120-150 days
Arunachal Pradesh,Banana,Fruit,Perennial,June-July,Year-round,300-360 days
Arunachal Pradesh,Citrus,Fruit,Perennial,June-July,Year-round,150-180 days
Arunachal Pradesh,Orange,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Arunachal Pradesh,Guava,Fruit,Perennial,June-July,Nov-Jan,120-150 days
Arunachal Pradesh,Papaya,Fruit,Perennial,June-July,Year-round,270-330 days
Arunachal Pradesh,Pomegranate,Fruit,Perennial,June-July,Nov-Jan,150-180 days
Arunachal Pradesh,Apple,Fruit,Perennial,Jan-Feb,Aug-Oct,150-180 days
Arunachal Pradesh,Grapes,Fruit,Perennial,Jan-Feb,March-May,120-150 days
Arunachal Pradesh,Pineapple,Fruit,Perennial,June-July,Aug-Oct,450-500 days
Arunachal Pradesh,Sapota,Fruit,Perennial,June-July,Year-round,150-180 days
Arunachal Pradesh,Litchi,Fruit,Perennial,Jan-Feb,May-June,120-140 days
Arunachal Pradesh,Jackfruit,Fruit,Perennial,June-July,April-June,120-150 days
Arunachal Pradesh,Ber,Fruit,Perennial,June-July,Jan-Feb,150-180 days
Arunachal Pradesh,Amla,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Arunachal Pradesh,Custard Apple,Fruit,Perennial,June-July,Oct-Nov,120-150 days
Arunachal Pradesh,Watermelon,Fruit,Perennial,Jan-Feb,April-May,85-100 days
Arunachal Pradesh,Muskmelon,Fruit,Perennial,Jan-Feb,April-May,80-95 days
Arunachal Pradesh,Strawberry,Fruit,Perennial,Oct-Nov,Feb-March,120-150 days
Arunachal Pradesh,Kiwi,Fruit,Perennial,Jan-Feb,Oct-Nov,200-240 days
Arunachal Pradesh,Black Pepper,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Arunachal Pradesh,Small Cardamom,Spices,Kharif/Rabi,June-July,Aug-Feb,300-360 days
Arunachal Pradesh,Large Cardamom,Spices,Kharif/Rabi,June-July,Oct-Dec,300-360 days
Arunachal Pradesh,Clove,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Arunachal Pradesh,Nutmeg,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Arunachal Pradesh,Cinnamon,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Arunachal Pradesh,Cumin,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-120 days
Arunachal Pradesh,Fennel,Spices,Kharif/Rabi,Oct-Nov,March-April,150-180 days
Arunachal Pradesh,Coriander,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-130 days
Arunachal Pradesh,Ajwain,Spices,Kharif/Rabi,Oct-Nov,March-April,150-170 days
Arunachal Pradesh,Suva,Spices,Kharif/Rabi,Oct-Nov,Feb-March,120-140 days
Arunachal Pradesh,Vanilla,Spices,Kharif/Rabi,June-July,Ongoing,365-365 days
Arunachal Pradesh,Ashwagandha,Medicinal,Misc,Aug-Sept,Jan-Feb,150-180 days
Arunachal Pradesh,Aloe Vera,Medicinal,Misc,June-July,Year-round,300-365 days
Arunachal Pradesh,Tulsi,Medicinal,Misc,June-July,Sept-Oct,90-120 days
Arunachal Pradesh,Mentha,Medicinal,Misc,Jan-Feb,May-June,100-120 days
Arunachal Pradesh,Isabgol,Medicinal,Misc,Oct-Nov,March-April,110-130 days
Arunachal Pradesh,Senna,Medicinal,Misc,June-July,Oct-Nov,110-130 days
Arunachal Pradesh,Safed Musli,Medicinal,Misc,June-July,Dec-Jan,180-210 days
Arunachal Pradesh,Kalmegh,Medicinal,Misc,June-July,Nov-Dec,120-150 days
Arunachal Pradesh,Shatavari,Medicinal,Misc,June-July,Year-round,365-500 days
Arunachal Pradesh,Guduchi,Medicinal,Misc,June-July,Year-round,365-365 days
Arunachal Pradesh,Brahmi,Medicinal,Misc,June-July,Ongoing,90-120 days
Arunachal Pradesh,Stevia,Medicinal,Misc,Feb-March,Ongoing,90-120 days
Arunachal Pradesh,Marigold,Flower,Misc,June-July,Sept-Oct,60-90 days
Arunachal Pradesh,Rose,Flower,Misc,Oct-Nov,Year-round,120-150 days
Arunachal Pradesh,Jasmine,Flower,Misc,June-July,March-May,90-120 days
Arunachal Pradesh,Chrysanthemum,Flower,Misc,June-July,Nov-Dec,120-150 days
Arunachal Pradesh,Tuberose,Flower,Misc,Feb-March,July-Sept,150-180 days
Arunachal Pradesh,Gladiolus,Flower,Misc,Oct-Nov,Jan-Feb,90-120 days
Arunachal Pradesh,Gerbera,Flower,Misc,Year-round,Year-round,90-120 days
Arunachal Pradesh,Carnation,Flower,Misc,Oct-Nov,Feb-March,150-180 days
Arunachal Pradesh,Orchid,Flower,Misc,Year-round,Year-round,365-365 days
Arunachal Pradesh,Crossandra,Flower,Misc,June-July,Oct-Nov,120-150 days
Arunachal Pradesh,Aster,Flower,Misc,June-July,Sept-Oct,90-120 days
Arunachal Pradesh,Lily,Flower,Misc,Oct-Nov,Jan-Feb,90-120 days
Arunachal Pradesh,Jute,Fiber,Kharif,March-May,July-Sept,120-150 days
Arunachal Pradesh,Cotton,Fiber,Kharif,May-July,Oct-Dec,160-210 days
Arunachal Pradesh,Sugarcane,Sugar,Annual,Jan-March,Dec-March,300-360 days
Arunachal Pradesh,Tea,Plantation,Perennial,March-April,Oct-Nov,180-240 days
Arunachal Pradesh,Coffee,Plantation,Perennial,June-July,Nov-Jan,240-300 days
Arunachal Pradesh,Rubber,Plantation,Perennial,June-July,Ongoing,365-365 days
Arunachal Pradesh,Coconut,Plantation,Perennial,June-July,Ongoing,365-365 days
Arunachal Pradesh,Cashew,Plantation,Perennial,June-July,Feb-May,120-150 days
Arunachal Pradesh,Arecanut,Plantation,Perennial,June-July,Ongoing,365-365 days
Arunachal Pradesh,Betelvine,Cash,Perennial,June-July,Year-round,365-365 days
Arunachal Pradesh,Tobacco,Cash,Rabi,Oct-Nov,Feb-March,120-150 days
Arunachal Pradesh,Indigo,Dye,Kharif,June-July,Sept-Oct,90-110 days
Arunachal Pradesh,Henna,Dye,Kharif,June-July,Oct-Nov,120-150 days
Arunachal Pradesh,Saffron,Spices,Rabi,Aug-Sept,Oct-Nov,60-90 days
Arunachal Pradesh,Cocoa,Plantation,Perennial,June-July,Ongoing,365-365 days
Arunachal Pradesh,Rice (Basmati-370),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (IR-64),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Jaya),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Swarna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Pusa-1121),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (KRH-2),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (PR-121),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (MTU-1010),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (BPT-5204),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Sambha Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Govind),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Saket-4),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Ratna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Sona),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (ADT-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (ADT-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (CO-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (CO-51),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Rice (IR-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Arunachal Pradesh,Wheat (HD-2967),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (HD-3086),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (PBW-343),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (Lok-1),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (Raj-3765),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (K-307),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (GW-322),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (Sharbati),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (Durum),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (Sonalika),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (Kalyan Sona),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (WH-1105),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (HI-1544),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (GW-496),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Wheat (DBW-187),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Arunachal Pradesh,Maize (Ganga-5),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Deccan-103),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Pioneer-30V92),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (HQPM-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Bio-9637),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Shaktiman-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Prabhat),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Kisan),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Maize (Jawahar),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Arunachal Pradesh,Mango (Alphonso),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Dasheri),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Langra),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Chausa),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Kesar),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Badami),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Totapuri),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Neelum),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Amrapali),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Mallika),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Himsagar),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Banganapalli),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Suvarnarekha),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Fazli),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Mango (Gulabkhas),Fruit,Perennial,June-July,April-June,115-155 days
Arunachal Pradesh,Potato (Kufri Jyoti),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Bahar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Pukhraj),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Chandramukhi),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Sindhuri),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Badshah),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Lauvkar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Potato (Kufri Chipsona),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Arunachal Pradesh,Tomato (Pusa Ruby),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Arka Vikas),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Arka Saurabh),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Vaishali),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Abhinav),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Pusa Early Dwarf),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (S-12),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Arka Rakshak),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Tomato (Arka Samrat),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Arunachal Pradesh,Banana (Grand Naine),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Robusta),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Dwarf Cavendish),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Poovan),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Rasthali),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Nendran),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Red Banana),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Banana (Elakki),Fruit,Perennial,June-July,Year-round,295-365 days
Arunachal Pradesh,Cotton (BT-Cotton),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (H-777),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (MCU-5),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (Suvin),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (Bunny),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (Ajeet),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (DCH-32),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (JKHy-1),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Cotton (Varalaxmi),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Arunachal Pradesh,Sugarcane (CO-0238),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-86032),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-419),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-740),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-8021),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-671),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-94012),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Sugarcane (CO-0118),Sugar,Annual,Jan-March,Dec-March,295-365 days
Arunachal Pradesh,Mustard (Pusa-Bold),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Mustard (Varuna),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Mustard (RH-30),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Mustard (Kranti),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Mustard (Giriraj),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Mustard (Laxmi),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Mustard (Pusa Jai Kisan),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Arunachal Pradesh,Brinjal (Pusa Purple Long),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
